level_name,direction,horizon,target_pct,stop_pct,n,n_base,hit,base_hit,hit_lift,exp,base_exp,edge
vah,fade,1,0.01,0.01,110,273,0.2818181818181818,0.28205128205128205,-0.0002331002331002474,-0.001090909090909091,-0.0005860805860805862,-0.0005048285048285048
vah,fade,1,0.01,0.015,110,273,0.3,0.326007326007326,-0.026007326007326026,0.00013636363636363648,0.0010073260073260074,-0.0008709623709623709
vah,fade,1,0.01,0.02,110,273,0.3090909090909091,0.336996336996337,-0.027905427905427937,0.0016363636363636365,0.001978021978021978,-0.0003416583416583415
vah,fade,1,0.01,0.03,110,273,0.3090909090909091,0.3443223443223443,-0.03523143523143524,0.0022727272727272726,0.002893772893772894,-0.0006210456210456214
vah,fade,1,0.015,0.005,110,273,0.10909090909090909,0.11721611721611722,-0.00812520812520813,-0.0017272727272727272,-0.0013553113553113553,-0.00037196137196137194
vah,fade,1,0.015,0.01,110,273,0.12727272727272726,0.1575091575091575,-0.030236430236430245,-0.002,-0.001043956043956044,-0.000956043956043956
vah,fade,1,0.015,0.015,110,273,0.13636363636363635,0.17582417582417584,-0.039460539460539484,-0.0008181818181818184,0.00038461538461538456,-0.0012027972027972029
vah,fade,1,0.015,0.02,110,273,0.13636363636363635,0.1794871794871795,-0.043123543123543134,0.0005909090909090907,0.0013003663003663003,-0.0007094572094572095
vah,fade,1,0.015,0.03,110,273,0.13636363636363635,0.1794871794871795,-0.043123543123543134,0.001227272727272727,0.0021428571428571425,-0.0009155844155844155
vah,fade,1,0.02,0.005,110,273,0.08181818181818182,0.06227106227106227,0.019547119547119546,-0.0017272727272727272,-0.0018681318681318681,0.00014085914085914088
vah,fade,1,0.02,0.01,110,273,0.09090909090909091,0.07326007326007326,0.017649017649017648,-0.0020909090909090908,-0.0019413919413919414,-0.00014951714951714937
vah,fade,1,0.02,0.015,110,273,0.1,0.08058608058608059,0.019413919413919414,-0.0008636363636363636,-0.000641025641025641,-0.0002226107226107226
vah,fade,1,0.02,0.02,110,273,0.1,0.08058608058608059,0.019413919413919414,0.0005454545454545455,0.00021978021978021978,0.0003256743256743257
vah,fade,1,0.02,0.03,110,273,0.1,0.08058608058608059,0.019413919413919414,0.0011818181818181819,0.0010622710622710625,0.0001195471195471194
vah,fade,1,0.03,0.005,110,273,0.01818181818181818,0.02197802197802198,-0.003796203796203799,-0.002818181818181818,-0.002454212454212454,-0.0003639693639693642
vah,fade,1,0.03,0.01,110,273,0.01818181818181818,0.02564102564102564,-0.007459207459207459,-0.003363636363636364,-0.002637362637362638,-0.000726273726273726
vah,fade,1,0.03,0.015,110,273,0.02727272727272727,0.029304029304029304,-0.0020313020313020326,-0.0020454545454545456,-0.0013736263736263737,-0.0006718281718281719
vah,fade,1,0.03,0.02,110,273,0.02727272727272727,0.029304029304029304,-0.0020313020313020326,-0.0006363636363636364,-0.0005128205128205128,-0.00012354312354312359
