ticker,level_name,confluence,direction,target,stop,n,n_base,hit,base_hit,hit_lift,expectancy,base_exp,edge
SPY,vah,confluence_true,momentum,0.75,1.0,78,8223,0.24358974358974358,0.2697312416393044,-0.026141498049560813,-0.022435897435897436,0.04481332846892862,-0.06724922590482606
SPY,vah,confluence_false,momentum,0.75,1.0,281,8223,0.2704626334519573,0.2697312416393044,0.0007313918126529151,0.010676156583629894,0.04481332846892862,-0.034137171885298724
SPY,val,all,momentum,0.75,1.0,283,8223,0.38869257950530034,0.2697312416393044,0.11896133786599594,0.10777385159010601,0.04481332846892862,0.06296052312117739
SPY,val,confluence_true,momentum,0.75,1.0,52,8223,0.38461538461538464,0.2697312416393044,0.11488414297608024,0.057692307692307696,0.04481332846892862,0.012878979223379078
SPY,val,confluence_false,momentum,0.75,1.0,231,8223,0.38961038961038963,0.2697312416393044,0.11987914797108523,0.11904761904761904,0.04481332846892862,0.07423429057869042
SPY,prior_high,all,momentum,0.75,1.0,295,8223,0.288135593220339,0.2697312416393044,0.018404351581034595,0.026271186440677965,0.04481332846892862,-0.018542142028250653
SPY,prior_high,confluence_true,momentum,0.75,1.0,64,8223,0.296875,0.2697312416393044,0.027143758360695602,0.11328125,0.04481332846892862,0.06846792153107138
SPY,prior_high,confluence_false,momentum,0.75,1.0,231,8223,0.2857142857142857,0.2697312416393044,0.0159830440749813,0.0021645021645021645,0.04481332846892862,-0.04264882630442645
SPY,prior_low,all,momentum,0.75,1.0,223,8223,0.35874439461883406,0.2697312416393044,0.08901315297952966,0.04035874439461883,0.04481332846892862,-0.004454584074309785
SPY,prior_low,confluence_true,momentum,0.75,1.0,46,8223,0.30434782608695654,0.2697312416393044,0.03461658444765214,-0.11956521739130435,0.04481332846892862,-0.16437854586023298
SPY,prior_low,confluence_false,momentum,0.75,1.0,177,8223,0.3728813559322034,0.2697312416393044,0.103150114292899,0.08192090395480225,0.04481332846892862,0.03710757548587364
SPY,prior_close,all,momentum,0.75,1.0,400,8223,0.3,0.2697312416393044,0.03026875836069559,0.0225,0.04481332846892862,-0.02231332846892862
