minute,mean_vol,median_vol,mean_bp,mean_delta,n,time
927,158842.24486736747,124735.0,0.5203713007999401,7238.258358583825,811,15:27
928,165783.14367864735,128330.0,0.5051727029896027,-7371.34407567866,811,15:28
929,162593.0176683921,121902.0,0.4743019596953863,-4968.429338668835,811,15:29
930,206588.65802972874,168482.0,0.5027560544222842,461.57141353128355,811,15:30
931,191285.63333855366,156847.0,0.5269828396246519,6167.016241362284,811,15:31
932,205262.6511087497,167203.0,0.517136523084922,2687.6573500785144,811,15:32
933,181282.48366225278,150600.0,0.5077766823586645,3177.2937643649466,811,15:33
934,177780.64674884957,146156.0,0.4977472311703198,-84.51339184121643,811,15:34
935,207771.45903898767,164295.0,0.48796285212487883,-13190.732436727429,811,15:35
936,213977.13037675832,175914.0,0.508815640430948,-2008.5250284686865,811,15:36
937,204810.23854966092,162733.590653,0.5083665361338632,-1643.9591574150088,811,15:37
938,204331.17358075708,162502.0,0.5084163841817876,4792.134359783856,811,15:38
939,205617.03555957088,165313.0,0.4799534210140499,-6668.423265569825,811,15:39
940,232102.0887150666,183565.0,0.5429061705475833,13840.907809622793,811,15:40
941,219375.54942907274,183770.0,0.49989351382040736,2227.879537774952,811,15:41
942,223866.46771699752,185233.0,0.49063522347270366,825.6594414585286,811,15:42
943,224524.71515255858,188996.0,0.5273963273686841,14607.128595568409,811,15:43
944,230367.8688243218,196997.0,0.4892626763886649,-4873.104071785217,811,15:44
945,280961.20950000983,233707.0,0.5214910311474988,15459.269901323725,811,15:45
946,290872.68026121455,244320.0,0.5072236745851926,918.2249017931138,811,15:46
947,285437.91382774105,245514.612061,0.5338300580370562,10122.726679650947,811,15:47
948,293625.1012340148,241697.0,0.5275758503986284,20110.23429267694,811,15:48
949,324834.443567725,273565.0,0.5325236423750032,23736.595314603434,811,15:49
950,571702.831805561,509568.0,0.5180400757408907,20248.09972145429,811,15:50
951,454437.790817878,380115.0,0.5097407394935571,16099.144119986297,811,15:51
952,419990.6245041319,352699.0,0.5006117434241025,-810.0108101899169,811,15:52
953,411410.81235992356,341578.0,0.5188605703997731,5595.124280484703,811,15:53
954,513662.47573257703,462101.657109,0.5180674093838139,22745.829264766788,811,15:54
955,649382.8616763132,598008.0,0.5133898898904177,12256.020708902308,811,15:55
956,555953.3802956548,481497.0,0.4962361582125564,-9045.968253327568,811,15:56
957,610537.9508668878,537127.0,0.5507609365618007,52637.38194397301,811,15:57
958,872684.7267359111,784985.0,0.5036572689351271,12217.744796091587,811,15:58
959,2229282.1779325167,2063624.0,0.520943377369324,118767.43668466494,811,15:59
