level_name,time_bucket,minute,from_below,mfe_pct,mae_pct,close_ret_pct,bar_vol,bar_bp
high,60_150m,643,True,0.0008970943115264212,0.10177036578521749,-0.08602137676066647,108272.0,0.6478260869564745
close,open_30m,570,True,0.013964808682119693,0.036707497107294804,0.002992459003308933,505419.0,0.6000000000000568
vah,open_30m,580,False,0.20363313776487246,0.0020161696808385057,0.16532591382890646,221561.0,0.6194690265486785
high,open_30m,579,False,0.21777706081625747,0.028230359735449913,0.1431682529440191,208304.0,0.18750000000015543
high,60_150m,665,False,0.05007611569585771,0.08913548593862534,0.026039580161845093,162318.0,0.5202080832333412
poc,open_30m,570,True,0.1615057922756257,0.007975594680282428,0.10966442685381823,618950.0,0.02564102564099948
vah,60_150m,690,True,0.0786813405706851,0.07071360987998968,-0.04083461978985926,315967.0,0.5370370370370059
val,open_30m,594,False,0.08004963077107352,0.18811663231203302,0.07204466769397298,293654.0,0.08737535913466668
high,60_150m,690,True,0.0786813405706851,0.07071360987998968,-0.04083461978985926,315967.0,0.5370370370370059
low,30_60m,600,False,0.16815806858447577,0.10209597021199747,0.14011170500270528,467039.0,0.8432432432432034
close,open_30m,570,True,0.1615057922756257,0.007975594680282428,0.10966442685381823,618950.0,0.02564102564099948
poc,close_90m,951,True,0.024145639084111565,0.16110518154540374,-0.12082888615905568,504127.0,0.7894736842105656
vah,close_90m,952,True,0.038247846042354004,0.122795716241246,-0.08253482567034887,1233312.0,0.861072520144446
val,open_30m,570,True,0.10896763257729042,0.02427556703527042,0.0534748567277396,629619.0,0.9062500000000833
low,midday,782,False,0.25280103547304134,0.0040448165675649825,0.22246491121628095,336985.0,0.07936507936500775
close,close_90m,952,True,0.038247846042354004,0.122795716241246,-0.08253482567034887,1233312.0,0.861072520144446
poc,60_150m,664,False,0.04925040877839286,0.10047083390791964,-0.013790114457948657,399253.0,0.1824817518248169
vah,60_150m,656,False,0.045219511236069085,0.22511452332736603,-0.18874230776792159,181384.0,0.5681818181818035
high,60_150m,656,False,0.045219511236069085,0.22511452332736603,-0.18874230776792159,181384.0,0.5681818181818035
close,60_150m,664,False,0.04925040877839286,0.10047083390791964,-0.013790114457948657,399253.0,0.1824817518248169
poc,open_30m,570,False,0.07669760077551552,0.041269958047449616,-0.021657875982003416,411051.0,0.7311538461537664
val,open_30m,587,False,0.10830609271001759,0.01772281517072486,0.03938403371273062,151834.0,0.21615779519045805
low,60_150m,667,False,0.09857655455226529,0.031544497456729825,0.03351602854776213,241444.0,0.5428571428572635
close,open_30m,587,False,0.10830609271001759,0.01772281517072486,0.03938403371273062,151834.0,0.21615779519045805
poc,open_30m,570,False,0.002960974357970588,0.2092421879626527,-0.16581456404587042,409373.0,0.464285714285649
val,open_30m,573,False,0.02369995852507348,0.1579997235004861,-0.0809748582939917,129408.0,0.07272727272721259
low,open_30m,578,False,0.01960706803178167,0.08103727714749279,0.0019765189548149793,104045.0,0.2857142857143437
close,open_30m,576,False,0.003161093264109254,0.1232826373001149,-0.09167170465905607,109537.0,0.6705882352941374
poc,30_60m,610,True,0.05733151454045106,0.03163118043611985,0.023723385327087076,147373.0,0.43478260869557694
vah,60_150m,660,True,0.04736997927562465,0.04046185729794551,0.014803118523633403,335253.0,0.5483870967740575
val,open_30m,570,True,0.10879455631602075,0.05538631957905857,-0.013846579894764642,371249.0,0.7376705141658668
close,60_150m,661,True,0.05522116292847539,0.0326037745381942,0.023643657322487625,162132.0,0.20947368421060159
poc,60_150m,699,False,0.15716742779194906,0.09489354130833706,0.1512365814601829,228662.0,0.09706546275396
vah,60_150m,698,False,0.07309363887791477,0.16791781904384945,0.06321612011062687,337180.0,0.15702479338839093
val,60_150m,700,False,0.21956285233903938,0.03956087429531968,0.2037385026209025,417385.0,0.39999999999997726
high,30_60m,614,False,0.15976961615842877,0.023669572764212502,0.14398990098227962,647899.0,0.48571428571429964
close,60_150m,698,False,0.07309363887791477,0.16791781904384945,0.06321612011062687,337180.0,0.15702479338839093
vah,open_30m,570,False,0.021591912847190822,0.16488369810579545,-0.08440475022082772,892997.0,0.8939393939393991
high,30_60m,600,True,0.12173810599069382,0.16886253411611396,-0.1551768147813627,618924.0,0.1822222222222586
poc,60_150m,641,True,0.08189688791827329,0.007799703611255677,0.03899851805632273,62704.0,0.9230769230769903
vah,midday,748,True,0.04287663223543701,0.015591502631051888,0.02338725394659999,150492.0,0.8000000000002274
high,close_90m,876,True,0.005842031469070867,0.10661707431064295,-0.0915251596821988,535909.0,0.7999999999999494
close,60_150m,641,True,0.08189688791827329,0.007799703611255677,0.03899851805632273,62704.0,0.9230769230769903
vah,30_60m,607,False,0.25202627869513194,0.00558485199355155,0.22673712494966164,142793.0,0.33931034482752404
high,open_30m,570,True,0.1527943740327978,0.07059883641206881,0.05876706693569146,588142.0,0.32460004637143014
poc,midday,755,False,0.034014597121384396,0.09038164377970823,-0.032070905857306556,147069.0,0.9925764099518595
vah,midday,755,False,0.034014597121384396,0.09038164377970823,-0.032070905857306556,147069.0,0.9925764099518595
high,midday,755,False,0.034014597121384396,0.09038164377970823,-0.032070905857306556,147069.0,0.9925764099518595
close,midday,755,False,0.034014597121384396,0.09038164377970823,-0.032070905857306556,147069.0,0.9925764099518595
poc,60_150m,689,False,0.10101795011267034,0.14375631362188382,0.04079571062243305,349350.0,0.44827586206900605
vah,open_30m,570,False,0.2676285780777278,0.06399813823598653,0.2598712279885253,653454.0,0.518518518518503
val,60_150m,708,False,0.10108668182966542,0.13024630158821934,0.0038879493011375775,370702.0,0.8998659774075014
high,open_30m,570,True,0.06399813823598653,0.2676285780777278,-0.2598712279885253,653454.0,0.518518518518503
close,60_150m,688,False,0.0776880049720279,0.16702921068987214,0.021364201367311538,413646.0,0.23809523809520372
val,close_90m,889,True,0.07720347513363664,0.047885699766435946,0.03224955290391854,85553.0,0.6052631578947919
low,midday,761,True,0.08217409168281112,0.00782610396978412,-0.0029347889886690453,117980.0,0.9333333333333965
close,close_90m,889,True,0.07720347513363664,0.047885699766435946,0.03224955290391854,85553.0,0.6052631578947919
poc,open_30m,585,False,0.4940421452190483,0.045001858772419995,0.4734978183881539,287305.0,0.15094339622637665
