config,direction,horizon,target,stop,n,hit,stop_rate,timeout,expectancy,r_multiple
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,0.5,0.75,585,0.4581196581196581,0.29743589743589743,0.24444444444444444,0.005982905982905983,0.007977207977207978
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,0.5,1.0,585,0.4905982905982906,0.20683760683760682,0.30256410256410254,0.038461538461538464,0.038461538461538464
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,0.5,1.5,585,0.5128205128205128,0.09572649572649573,0.39145299145299145,0.11282051282051282,0.07521367521367521
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,0.75,0.15,585,0.12307692307692308,0.8239316239316239,0.05299145299145299,-0.031282051282051276,-0.20854700854700853
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,0.75,0.2,585,0.1658119658119658,0.7658119658119659,0.06837606837606838,-0.02880341880341882,-0.1440170940170941
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,0.75,0.25,585,0.19829059829059828,0.7094017094017094,0.09230769230769231,-0.02863247863247863,-0.11452991452991453
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,0.75,0.3,585,0.22905982905982905,0.6683760683760683,0.10256410256410256,-0.028717948717948714,-0.09572649572649572
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,0.75,0.5,585,0.28034188034188035,0.5230769230769231,0.19658119658119658,-0.05128205128205128,-0.10256410256410256
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,0.75,0.75,585,0.335042735042735,0.3401709401709402,0.3247863247863248,-0.0038461538461538464,-0.005128205128205128
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,0.75,1.0,585,0.3658119658119658,0.2376068376068376,0.39658119658119656,0.03675213675213675,0.03675213675213675
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,0.75,1.5,585,0.38803418803418804,0.1111111111111111,0.5008547008547009,0.12435897435897436,0.0829059829059829
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.0,0.15,585,0.08888888888888889,0.8358974358974359,0.07521367521367521,-0.03649572649572649,-0.24330484330484325
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.0,0.2,585,0.12136752136752137,0.7829059829059829,0.09572649572649573,-0.03521367521367523,-0.17606837606837614
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.0,0.25,585,0.14358974358974358,0.7333333333333333,0.12307692307692308,-0.03974358974358974,-0.15897435897435896
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.0,0.3,585,0.16923076923076924,0.6923076923076923,0.13846153846153847,-0.038461538461538464,-0.12820512820512822
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.0,0.5,585,0.20683760683760682,0.5504273504273505,0.24273504273504273,-0.06837606837606838,-0.13675213675213677
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.0,0.75,585,0.2512820512820513,0.3641025641025641,0.38461538461538464,-0.021794871794871794,-0.029059829059829057
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.0,1.0,585,0.27692307692307694,0.25811965811965815,0.46495726495726497,0.018803418803418803,0.018803418803418803
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.0,1.5,585,0.2905982905982906,0.12478632478632479,0.5846153846153846,0.10341880341880341,0.06894586894586895
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.5,0.15,585,0.05641025641025641,0.8495726495726496,0.09401709401709402,-0.042820512820512815,-0.28547008547008546
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.5,0.2,585,0.07008547008547009,0.7965811965811965,0.13333333333333333,-0.054188034188034195,-0.270940170940171
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.5,0.25,585,0.08034188034188035,0.7521367521367521,0.1675213675213675,-0.06752136752136752,-0.27008547008547007
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.5,0.3,585,0.09914529914529914,0.7145299145299145,0.18632478632478633,-0.06564102564102563,-0.21880341880341878
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.5,0.5,585,0.11965811965811966,0.5709401709401709,0.3094017094017094,-0.10598290598290598,-0.21196581196581196
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.5,0.75,585,0.14358974358974358,0.38974358974358975,0.4666666666666667,-0.07692307692307693,-0.10256410256410257
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.5,1.0,585,0.15897435897435896,0.27692307692307694,0.5641025641025641,-0.038461538461538464,-0.038461538461538464
SPY_step_5.00_morning_0930_1115_first_T1,fade,15,1.5,1.5,585,0.17094017094017094,0.13162393162393163,0.6974358974358974,0.05897435897435897,0.039316239316239315
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.15,0.15,585,0.40683760683760684,0.588034188034188,0.005128205128205128,-0.027179487179487188,-0.18119658119658125
SPY_step_5.00_morning_0930_1115_first_T1,momentum,15,0.15,0.2,585,0.49401709401709404,0.49743589743589745,0.008547008547008548,-0.025384615384615387,-0.12692307692307692
